#v110,,,,新增,新增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,使用类型ID,掉落货币数值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#物品编号,类型,图标编号,名字,背包名称,角色,颜色,装备类别,装备类别2,最小物防,最大物防,最小魔防,最大魔防,最小物理攻击,最大物理攻击,最小魔法攻击,最大魔法攻击,最小道术攻击,最大道术攻击,幸运,准确,闪避,HP上限,MP上限,HP上限百分比,MP上限百分比,暴击率,暴击力,掉落守护,等级限制,出售价格,转生等级限制,品质,职业,性别,帮会捐献值,摧毁提示,装备内功,回收金币,回收经验,回收朱雀,回收元宝,是否可使用,能否摧毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,物品描述,获取途径,绑定类型,一键使用,礼包id,特殊属性表id,外观资源,贵重物品,物防附加值,魔防附加值,物理攻击附加值,魔法攻击附加值,道术攻击附加值,准确附加值,闪避附加值,HP上限附加最大值,MP上限附加最大值,暴击几率附加最大值,暴击力附加最大值,韧性附加最大值,附加值最小个数,附加值最大个数,物品爆率权重,装备套装ID,套装属性描述,触发BUFF ID,装备种类,神装动画名称,非消耗类道具使用功能ID,掉落是否公告,无极属性特殊属性表ID
#type_id,sub_type,icon_id,name,name,0,color,equip_type,equip_type2,ac(物防),ac2,mac魔防,mac2,dc（战攻）,dc2,mc（魔法攻击）,mc2,sc（道术攻击）,sc2,luck,accuracy,dodge,max_hp,max_mp,max_hp_pres,max_mp_pres,baoji_prob,baoji_pres,drop_luck,needlevel,price,need_zslevel,equip_level,job,gender,equip_contribute,destory_show,add_power,recycle_money,recycle_exp,recycle_xuefu,,can_use,can_destroy,can_depot,can_push,bag_show,times_limit,func_id,func_params,desp,source,bind_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12110113,1,11104095,尊★创世★梵天法链I,元·10重I,0,7,4,0,0,0,0,0,0,0,4732,8544,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,1014000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,80,81,0,0,0,0,0,3922,5886,0,0,48,0,5,50,2,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstzx_xl,,1,
12110114,1,11104096,尊★创世★梵天法镯I,元·10重I,0,7,5,6,1492,1786,1954,2488,0,0,2402,4336,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,1014000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,411,0,97,97,0,0,32,979,0,0,5,50,4,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_sz,,1,
12110115,1,11104097,尊★创世★梵天法戒I,元·10重I,0,7,7,8,1764,2112,2310,2942,0,0,2840,5126,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,1014000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,205,0,97,97,0,0,32,979,0,0,5,50,4,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_jz,,1,
12110116,1,11104098,尊★创世★梵天法带I,元·10重I,0,7,10,0,1356,1624,1778,2262,0,0,2184,3942,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,1014000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,141,141,0,0,0,0,0,2450,3677,0,0,30,0,5,50,3,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_yd,,1,
12110117,1,11104099,尊★创世★梵天法靴I,元·10重I,0,7,9,0,1356,1624,1778,2262,0,0,2184,3942,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,1014000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,100,100,0,0,0,0,60,2450,3677,0,0,0,0,5,50,3,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_xz,,1,
12110118,1,12104091,尊★创世★封诰魅I,元·11重I,0,7,1,0,0,0,0,0,0,0,10926,19724,0,0,0,768,0,40555,0,0,0,160,960,0,80,0,11,6,101,0,0,1,0,0,0,0,1072500,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610089,1,0,0,0,1366,0,187,0,0,0,62,1883,93,0,5,50,1,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%<br>【天启】等级1：使用技能时10%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31401,6,cs_wuqi_zhang1,,1,
12110119,1,11104092,尊★创世★封诰法袍I(男),元·11重I,0,7,3,0,3258,3900,4268,5434,0,0,5244,9466,0,0,0,456,528,30415,0,0,0,0,0,0,80,0,11,6,101,200,0,1,0,0,0,0,1062750,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610094,1,595,595,0,0,0,0,0,6906,10359,0,0,85,0,5,50,1,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%<br>【天启】等级1：受到伤害10%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31301,6,cstz_sy,,1,
12110120,1,11104092,尊★创世★封诰法衣I(女),元·11重I,0,7,3,0,3258,3900,4268,5434,0,0,5244,9466,0,0,0,456,528,30415,0,0,0,0,0,0,80,0,11,6,101,201,0,1,0,0,0,0,1062750,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610094,1,636,635,0,0,0,0,0,6906,10359,0,0,85,0,5,50,1,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%<br>【天启】等级1：受到伤害10%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31301,6,cstz_sy,,1,
12110121,1,11104094,尊★创世★封诰法冠I,元·12重I,0,7,2,0,2444,2924,3200,4076,0,0,3932,7098,0,0,0,380,440,20275,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,1053000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,330,330,0,0,0,0,0,6431,9645,0,0,79,0,5,50,2,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_tk,,1,
12110122,1,11104095,尊★创世★封诰法链I,元·12重I,0,7,4,0,0,0,0,0,0,0,7100,12818,0,0,0,380,440,20275,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,1053000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,131,131,0,0,0,0,0,6431,9645,0,0,79,0,5,50,2,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstzx_xl,,1,
12110123,1,11104096,尊★创世★封诰法镯I,元·12重I,0,7,5,6,2240,2682,2932,3736,0,0,3604,6506,0,0,0,380,440,20275,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,1053000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,668,0,158,158,0,0,53,1607,0,0,5,50,4,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_sz,,1,
12110124,1,11104097,尊★创世★封诰法戒I,元·12重I,0,7,7,8,2648,3168,3468,4414,0,0,4260,7690,0,0,0,380,440,20275,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,1053000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,334,0,158,158,0,0,53,1607,0,0,5,50,4,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_jz,,1,
12110125,1,11104098,尊★创世★封诰法带I,元·12重I,0,7,10,0,2036,2438,2666,3396,0,0,3276,5916,0,0,0,380,440,20275,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,1053000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,231,231,0,0,0,0,0,4017,6027,0,0,49,0,5,50,3,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_yd,,1,
12110126,1,11104099,尊★创世★封诰法靴I,元·12重I,0,7,9,0,2036,2438,2666,3396,0,0,3276,5916,0,0,0,380,440,20275,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,1053000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,164,165,0,0,0,0,97,4017,6027,0,0,0,0,5,50,3,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_xz,,1,
12110127,1,12104091,尊★创世★涅槃魅I,元·13重I,0,7,1,0,0,0,0,0,0,0,16388,29586,0,0,0,864,0,44598,0,0,0,180,1080,0,80,0,13,6,101,0,0,1,0,0,0,0,1111500,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610089,1,0,0,0,2316,0,308,0,0,0,103,3084,154,0,5,50,1,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%<br>【天启】等级1：使用技能时10%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31401,6,cs_wuqi_zhang1,,1,
12110128,1,11104092,尊★创世★涅槃法袍I(男),元·13重I,0,7,3,0,4890,5852,6402,8152,0,0,7866,14200,0,0,0,513,594,33451,0,0,0,0,0,0,80,0,13,6,101,200,0,1,0,0,0,0,1101750,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610094,1,1002,1002,0,0,0,0,0,11318,16977,0,0,141,0,5,50,1,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%<br>【天启】等级1：受到伤害10%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31301,6,cstz_sy,,1,
12110129,1,11104092,尊★创世★涅槃法衣I(女),元·13重I,0,7,3,0,4890,5852,6402,8152,0,0,7866,14200,0,0,0,513,594,33451,0,0,0,0,0,0,80,0,13,6,101,201,0,1,0,0,0,0,1101750,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610094,1,1071,1070,0,0,0,0,0,11318,16977,0,0,141,0,5,50,1,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%<br>【天启】等级1：受到伤害10%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31301,6,cstz_sy,,1,
12110130,1,11104094,尊★创世★涅槃法冠I,元·14重I,0,7,2,0,3666,4388,4800,6114,0,0,5900,10650,0,0,0,427,495,22298,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,1092000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,524,525,0,0,0,0,0,10537,15805,0,0,131,0,5,50,2,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_tk,,1,
12110131,1,11104095,尊★创世★涅槃法链I,元·14重I,0,7,4,0,0,0,0,0,0,0,10652,19230,0,0,0,427,495,22298,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,1092000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,209,209,0,0,0,0,0,10537,15805,0,0,131,0,5,50,2,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstzx_xl,,1,
12110132,1,11104096,尊★创世★涅槃法镯I,元·14重I,0,7,5,6,3360,4024,4402,5604,0,0,5408,9762,0,0,0,427,495,22298,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,1092000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,1073,0,262,262,0,0,87,2632,0,0,5,50,4,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_sz,,1,
12110133,1,11104097,尊★创世★涅槃法戒I,元·14重I,0,7,7,8,3972,4754,5202,6622,0,0,6390,11536,0,0,0,427,495,22298,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,1092000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,536,0,262,262,0,0,87,2632,0,0,5,50,4,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_jz,,1,
12110134,1,11104098,尊★创世★涅槃法带I,元·14重I,0,7,10,0,3056,3658,4002,5094,0,0,4916,8874,0,0,0,427,495,22298,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,1092000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,367,367,0,0,0,0,0,6583,9878,0,0,82,0,5,50,3,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_yd,,1,
12110135,1,11104099,尊★创世★涅槃法靴I,元·14重I,0,7,9,0,3056,3658,4002,5094,0,0,4916,8874,0,0,0,427,495,22298,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,1092000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,262,262,0,0,0,0,164,6583,9878,0,0,0,0,5,50,3,【继承】等级1：继承基础装备约2倍的白色基础属性<br>【天佑】等级1：该装备的掉落几率变为原来的50%,0,6,cstz_xz,,1,
12111091,1,12105091,尊★创世★溯流墨霜II,元·5重II,0,7,1,0,0,0,0,0,0,0,6476,11688,0,0,0,480,0,28455,0,0,0,100,600,0,80,0,5,6,101,0,0,1,0,0,0,0,3822000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610092,1,0,0,0,299,0,40,0,0,0,14,426,20,0,4,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：使用技能时14%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31402,9,cs_wuqi_zhang2,,1,
12111092,1,11104092,尊★创世★溯流甲II(男),元·5重II,0,7,3,0,1928,2308,2524,3216,0,0,3104,5604,0,0,0,285,330,21340,0,0,0,0,0,0,80,0,5,6,101,200,0,1,0,0,0,0,3783000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610095,1,131,131,0,0,0,0,0,1569,2352,0,0,19,0,4,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：受到伤害14%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31302,9,cstz_sy,,1,
12111093,1,11104092,尊★创世★溯流衣II(女),元·5重II,0,7,3,0,1928,2308,2524,3216,0,0,3104,5604,0,0,0,285,330,21340,0,0,0,0,0,0,80,0,5,6,101,201,0,1,0,0,0,0,3783000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610095,1,139,139,0,0,0,0,0,1569,2352,0,0,19,0,4,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：受到伤害14%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31302,9,cstz_sy,,1,
12111094,1,11104094,尊★创世★溯流盔II,元·6重II,0,7,2,0,1444,1732,1892,2412,0,0,2328,4200,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,3744000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,76,76,0,0,0,0,0,1460,2191,0,0,18,0,4,25,6|2,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_tk,,1,
12111095,1,11104095,尊★创世★溯流链II,元·6重II,0,7,4,0,0,0,0,0,0,0,4204,7592,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,3744000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,30,30,0,0,0,0,0,1460,2191,0,0,18,0,4,25,6|2,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstzx_xl,,1,
12111096,1,11104096,尊★创世★溯流腕II,元·6重II,0,7,5,6,1324,1588,1732,2212,0,0,2132,3852,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,3744000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,154,0,34,34,0,0,12,362,0,0,4,25,8|4,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_sz,,1,
12111097,1,11104097,尊★创世★溯流戒II,元·6重II,0,7,7,8,1564,1876,2048,2612,0,0,2520,4552,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,3744000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,77,0,34,34,0,0,12,362,0,0,4,25,8|4,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_jz,,1,
12111098,1,11104098,尊★创世★溯流腰II,元·6重II,0,7,10,0,1204,1440,1576,2008,0,0,1940,3504,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,3744000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,53,53,0,0,0,0,0,912,1368,0,0,10,0,4,25,7|3,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_yd,,1,
12111099,1,11104099,尊★创世★溯流靴II,元·6重II,0,7,9,0,1204,1440,1576,2008,0,0,1940,3504,0,0,0,237,275,14226,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,3744000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,37,37,0,0,0,0,20,912,1368,0,0,0,0,4,25,7|3,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_xz,,1,
12111100,1,12105091,尊★创世★天伤青岚II,元·7重II,0,7,1,0,0,0,0,0,0,0,9712,17528,0,0,0,576,0,32501,0,0,0,120,720,0,80,0,7,6,101,0,0,1,0,0,0,0,3978000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610092,1,0,0,0,497,0,69,0,0,0,23,699,34,0,5,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：使用技能时14%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31402,9,cs_wuqi_zhang2,,1,
12111101,1,11104092,尊★创世★天伤铠II(男),元·7重II,0,7,3,0,2892,3464,3788,4828,0,0,4656,8408,0,0,0,342,396,24374,0,0,0,0,0,0,80,0,7,6,101,200,0,1,0,0,0,0,3939000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610095,1,218,217,0,0,0,0,0,2571,3856,0,0,31,0,5,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：受到伤害14%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31302,9,cstz_sy,,1,
12111102,1,11104092,尊★创世★天伤衣II(女),元·7重II,0,7,3,0,2892,3464,3788,4828,0,0,4656,8408,0,0,0,342,396,24374,0,0,0,0,0,0,80,0,7,6,101,201,0,1,0,0,0,0,3939000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610095,1,232,232,0,0,0,0,0,2571,3856,0,0,31,0,5,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：受到伤害14%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31302,9,cstz_sy,,1,
12111103,1,11104094,尊★创世★天伤盔II,元·8重II,0,7,2,0,2168,2596,2840,3616,0,0,3492,6304,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,3900000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,124,124,0,0,0,0,0,2393,3591,0,0,29,0,5,25,6|2,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_tk,,1,
12111104,1,11104095,尊★创世★天伤链II,元·8重II,0,7,4,0,0,0,0,0,0,0,6308,11388,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,3900000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,49,49,0,0,0,0,0,2393,3591,0,0,29,0,5,25,6|2,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstzx_xl,,1,
12111105,1,11104096,尊★创世★天伤镯II,元·8重II,0,7,5,6,1988,2380,2608,3320,0,0,3204,5780,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,3900000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,252,0,57,57,0,0,20,596,0,0,5,25,8|4,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_sz,,1,
12111106,1,11104097,尊★创世★天伤戒II,元·8重II,0,7,7,8,2352,2816,3080,3920,0,0,3784,6836,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,3900000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,125,0,57,57,0,0,20,596,0,0,5,25,8|4,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_jz,,1,
12111107,1,11104098,尊★创世★天伤带II,元·8重II,0,7,10,0,1804,2164,2364,3016,0,0,2908,5256,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,3900000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,87,87,0,0,0,0,0,1494,2243,0,0,18,0,5,25,7|3,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_yd,,1,
12111108,1,11104099,尊★创世★天伤靴II,元·8重II,0,7,9,0,1804,2164,2364,3016,0,0,2908,5256,0,0,0,285,330,16247,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,3900000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,61,61,0,0,0,0,34,1494,2243,0,0,0,0,5,25,7|3,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_xz,,1,
12111109,1,12105091,尊★创世★梵天冥II,元·9重II,0,7,1,0,0,0,0,0,0,0,14568,26296,0,0,0,672,0,36506,0,0,0,140,840,0,80,0,9,6,101,0,0,1,0,0,0,0,4134000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610092,1,0,0,0,823,0,112,0,0,0,38,1149,56,0,5,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：使用技能时14%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31402,9,cs_wuqi_zhang2,,1,
12111110,1,11104092,尊★创世★梵天法袍II(男),元·9重II,0,7,3,0,4344,5200,5688,7240,0,0,6988,12616,0,0,0,399,462,27375,0,0,0,0,0,0,80,0,9,6,101,200,0,1,0,0,0,0,4095000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610095,1,360,360,0,0,0,0,0,4213,6321,0,0,52,0,5,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：受到伤害14%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31302,9,cstz_sy,,1,
12111111,1,11104092,尊★创世★梵天法衣II(女),元·9重II,0,7,3,0,4344,5200,5688,7240,0,0,6988,12616,0,0,0,399,462,27375,0,0,0,0,0,0,80,0,9,6,101,201,0,1,0,0,0,0,4095000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,610095,1,384,384,0,0,0,0,0,4213,6321,0,0,52,0,5,25,5|1,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：受到伤害14%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31302,9,cstz_sy,,1,
12111112,1,11104094,尊★创世★梵天法冠II,元·10重II,0,7,2,0,3256,3896,4268,5432,0,0,5244,9464,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,4056000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,202,202,0,0,0,0,0,3922,5886,0,0,48,0,5,25,6|2,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_tk,,1,
12111113,1,11104095,尊★创世★梵天法链II,元·10重II,0,7,4,0,0,0,0,0,0,0,9464,17088,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,4056000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,80,80,0,0,0,0,0,3922,5886,0,0,48,0,5,25,6|2,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstzx_xl,,1,
12111114,1,11104096,尊★创世★梵天法镯II,元·10重II,0,7,5,6,2984,3572,3908,4976,0,0,4804,8672,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,4056000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,411,0,97,97,0,0,32,979,0,0,5,25,8|4,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_sz,,1,
12111115,1,11104097,尊★创世★梵天法戒II,元·10重II,0,7,7,8,3528,4224,4620,5884,0,0,5680,10252,0,0,0,332,385,18250,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,4056000,0,0,1,1,0,0,0,0,null,创世合成,0,0,0,0,0,1,0,0,0,205,0,97,97,0,0,32,979,0,0,5,25,8|4,【继承】等级2：继承基础装备约4倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,9,cstz_jz,,1,
