#v110,,,,新增,新增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,使用类型ID,掉落货币数值,,,,,,,,,,,,,,,,,,,,,,,,,,,
#物品编号,类型,图标编号,名字,背包名称,角色,颜色,装备类别,装备类别2,最小物防,最大物防,最小魔防,最大魔防,最小物理攻击,最大物理攻击,最小魔法攻击,最大魔法攻击,最小道术攻击,最大道术攻击,幸运,准确,闪避,HP上限,MP上限,HP上限百分比,MP上限百分比,暴击率,暴击力,掉落守护,等级限制,出售价格,转生等级限制,品质,职业,性别,帮会捐献值,摧毁提示,装备内功,回收金币,回收经验,回收朱雀,回收元宝,是否可使用,能否摧毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,物品描述,获取途径,绑定类型,一键使用,礼包id,特殊属性表id,外观资源,贵重物品,物防附加值,魔防附加值,物理攻击附加值,魔法攻击附加值,道术攻击附加值,准确附加值,闪避附加值,HP上限附加最大值,MP上限附加最大值,暴击几率附加最大值,暴击力附加最大值,韧性附加最大值,附加值最小个数,附加值最大个数,物品爆率权重,装备套装ID,套装属性描述,触发BUFF ID,装备种类
#type_id,sub_type,icon_id,name,name,0,color,equip_type,equip_type2,ac(物防),ac2,mac魔防,mac2,dc（战攻）,dc2,mc（魔法攻击）,mc2,sc（道术攻击）,sc2,luck,accuracy,dodge,max_hp,max_mp,max_hp_pres,max_mp_pres,baoji_prob,baoji_pres,drop_luck,needlevel,price,need_zslevel,equip_level,job,gender,equip_contribute,destory_show,add_power,recycle_money,recycle_exp,recycle_xuefu,,can_use,can_destroy,can_depot,can_push,bag_show,times_limit,func_id,func_params,desp,source,bind_type,,,,,,,,,,,,,,,,,,,,,,,,
12105122,1,12101122,秩序★封诰法链II,元·12重II,0,7,4,0,0,0,0,0,0,0,3499,7110,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,2160000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,446,446,0,0,0,0,0,4466,6698,0,0,222,0,5,25,17,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105123,1,12101123,秩序★封诰法镯II,元·12重II,0,7,5,6,906,1360,2040,3061,0,0,3733,7584,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,2160000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,1004,0,110,110,0,0,222,1116,0,0,5,25,19;20,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105124,1,12101124,秩序★封诰法戒II,元·12重II,0,7,7,8,0,0,0,0,0,0,1865,3790,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,2160000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,1004,0,110,110,0,0,222,1116,0,0,5,25,14;15,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105125,1,12101125,秩序★封诰法带II,元·12重II,0,7,10,0,1587,2383,3573,5364,0,0,1165,2369,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,2160000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,279,279,0,0,0,0,0,2790,4186,0,0,138,0,5,25,13,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105126,1,12101126,秩序★封诰法靴II,元·12重II,0,7,9,0,1134,1701,2551,3829,0,0,1165,2369,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,2160000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,279,279,0,0,0,0,68,2790,4186,0,0,0,0,5,25,18,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105127,1,12101127,秩序★涅槃魅II,元·13重II,0,7,1,0,0,0,0,0,0,0,8777,17944,0,0,0,0,0,0,0,0,0,0,0,0,80,0,13,6,101,0,0,1,0,0,0,0,2280000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610042,1,0,0,0,1929,0,214,0,0,0,428,2142,428,0,5,25,12,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：使用技能时10%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31402,7
12105128,1,12101128,秩序★涅槃法袍II(男),元·13重II,0,7,3,0,4771,7155,10737,16101,0,0,1949,3986,0,0,0,0,0,0,0,0,0,0,0,0,80,0,13,6,101,200,0,1,0,0,0,0,2260000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610043,1,786,786,0,0,0,0,0,7860,11790,0,0,392,0,5,25,11,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：受到伤害14%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31302,7
12105129,1,12101129,秩序★涅槃法衣II(女),元·13重II,0,7,3,0,4771,7155,10737,16101,0,0,1949,3986,0,0,0,0,0,0,0,0,0,0,0,0,80,0,13,6,101,201,0,1,0,0,0,0,2260000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610043,1,786,786,0,0,0,0,0,7860,11790,0,0,392,0,5,25,11,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%<br>【天启】等级2：受到伤害14%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31302,7
12105130,1,12101130,秩序★涅槃法冠II,元·14重II,0,7,2,0,2499,3750,5625,8437,0,0,1269,2613,0,0,0,0,0,0,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,2240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,731,731,0,0,0,0,0,7318,10976,0,0,364,0,5,25,16,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105131,1,12101131,秩序★涅槃法链II,元·14重II,0,7,4,0,0,0,0,0,0,0,3813,7843,0,0,0,0,0,0,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,2240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,731,731,0,0,0,0,0,7318,10976,0,0,364,0,5,25,17,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105132,1,12101132,秩序★涅槃法镯II,元·14重II,0,7,5,6,999,1498,2250,3372,0,0,4068,8365,0,0,0,0,0,0,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,2240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,1646,0,182,182,0,0,364,1828,0,0,5,25,19;20,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105133,1,12101133,秩序★涅槃法戒II,元·14重II,0,7,7,8,0,0,0,0,0,0,2033,4181,0,0,0,0,0,0,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,2240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,1646,0,182,182,0,0,364,1828,0,0,5,25,14;15,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105134,1,12101134,秩序★涅槃法带II,元·14重II,0,7,10,0,1749,2625,3937,5905,0,0,1269,2613,0,0,0,0,0,0,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,2240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,457,457,0,0,0,0,0,4572,6860,0,0,228,0,5,25,13,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12105135,1,12101135,秩序★涅槃法靴II,元·14重II,0,7,9,0,1248,1875,2809,4218,0,0,1269,2613,0,0,0,0,0,0,0,0,0,0,0,0,80,0,14,6,101,0,0,1,0,0,0,0,2240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,457,457,0,0,0,0,114,4572,6860,0,0,0,0,5,25,18,【继承】等级2：继承基础装备约2.0倍的白色基础属性<br>【天佑】等级2：该装备的掉落几率变为原来的25%,0,7
12106091,1,12101091,秩序★溯流墨霜Ⅲ,元·5重III,0,7,1,0,0,0,0,0,0,0,4424,8862,0,0,0,0,0,0,0,0,0,0,0,0,80,0,5,6,101,0,0,1,0,0,0,0,6370000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610019,1,0,0,0,267,0,28,0,0,0,58,296,58,0,2,13,22,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：使用技能时20%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31403,10
12106092,1,12101092,秩序★溯流甲Ⅲ(男),元·5重III,0,7,3,0,2359,3543,5310,7974,0,0,981,1968,0,0,0,0,0,0,0,0,0,0,0,0,80,0,5,6,101,200,0,1,0,0,0,0,6305000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610018,1,109,109,0,0,0,0,0,1090,1634,0,0,54,0,2,13,21,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：受到伤害20%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31303,10
12106093,1,12101093,秩序★溯流衣Ⅲ(女),元·5重III,0,7,3,0,2359,3543,5310,7974,0,0,981,1968,0,0,0,0,0,0,0,0,0,0,0,0,80,0,5,6,101,201,0,1,0,0,0,0,6305000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610018,1,109,109,0,0,0,0,0,1090,1634,0,0,54,0,2,13,21,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：受到伤害20%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31303,10
12106094,1,12101094,秩序★溯流盔III,元·6重III,0,7,2,0,1374,2059,3091,4635,0,0,713,1431,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,6240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,101,101,0,0,0,0,0,1014,1522,0,0,50,0,2,13,26,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106095,1,12101095,秩序★溯流链III,元·6重III,0,7,4,0,0,0,0,0,0,0,2144,4293,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,6240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,101,101,0,0,0,0,0,1014,1522,0,0,50,0,2,13,27,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106096,1,12101096,秩序★溯流腕III,元·6重III,0,7,5,6,547,823,1233,1854,0,0,2288,4581,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,6240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,228,0,24,24,0,0,50,252,0,0,2,13,29;30,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106097,1,12101097,秩序★溯流戒III,元·6重III,0,7,7,8,0,0,0,0,0,0,1143,2290,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,6240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,228,0,24,24,0,0,50,252,0,0,2,13,24;25,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106098,1,12101098,秩序★溯流腰III,元·6重III,0,7,10,0,960,1441,2160,3244,0,0,713,1431,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,6240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,63,63,0,0,0,0,0,634,950,0,0,30,0,2,13,23,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106099,1,12101099,秩序★溯流靴III,元·6重III,0,7,9,0,685,1029,1543,2317,0,0,713,1431,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,6,101,0,0,1,0,0,0,0,6240000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,63,63,0,0,0,0,14,634,950,0,0,0,0,2,13,28,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106100,1,12101100,秩序★天伤青岚III,元·7重III,0,7,1,0,0,0,0,0,0,0,5930,11869,0,0,0,0,0,0,0,0,0,0,0,0,80,0,7,6,101,0,0,1,0,0,0,0,6630000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610025,1,0,0,0,438,0,48,0,0,0,96,486,96,0,3,13,22,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：使用技能时20%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31403,10
12106101,1,12101101,秩序★天伤铠III(男),元·7重III,0,7,3,0,3163,4743,7119,10674,0,0,1317,2635,0,0,0,0,0,0,0,0,0,0,0,0,80,0,7,6,101,200,0,1,0,0,0,0,6565000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610024,1,178,178,0,0,0,0,0,1786,2678,0,0,88,0,3,13,21,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：受到伤害20%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31303,10
12106102,1,12101102,秩序★天伤衣III(女),元·7重III,0,7,3,0,3163,4743,7119,10674,0,0,1317,2635,0,0,0,0,0,0,0,0,0,0,0,0,80,0,7,6,101,201,0,1,0,0,0,0,6565000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610024,1,178,178,0,0,0,0,0,1786,2678,0,0,88,0,3,13,21,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：受到伤害20%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31303,10
12106103,1,12101103,秩序★天伤盔III,元·8重III,0,7,2,0,1803,2707,4059,6093,0,0,940,1880,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,6500000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,166,166,0,0,0,0,0,1662,2494,0,0,82,0,3,13,26,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106104,1,12101104,秩序★天伤链III,元·8重III,0,7,4,0,0,0,0,0,0,0,2821,5644,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,6500000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,166,166,0,0,0,0,0,1662,2494,0,0,82,0,3,13,27,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106105,1,12101105,秩序★天伤镯III,元·8重III,0,7,5,6,720,1081,1620,2434,0,0,3008,6019,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,6500000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,374,0,40,40,0,0,82,414,0,0,3,13,29;30,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106106,1,12101106,秩序★天伤戒III,元·8重III,0,7,7,8,0,0,0,0,0,0,1503,3008,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,6500000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,374,0,40,40,0,0,82,414,0,0,3,13,24;25,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106107,1,12101107,秩序★天伤带III,元·8重III,0,7,10,0,1261,1896,2839,4266,0,0,940,1880,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,6500000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,103,103,0,0,0,0,0,1038,1558,0,0,50,0,3,13,23,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106108,1,12101108,秩序★天伤靴III,元·8重III,0,7,9,0,901,1353,2029,3046,0,0,940,1880,0,0,0,0,0,0,0,0,0,0,0,0,80,0,8,6,101,0,0,1,0,0,0,0,6500000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,103,103,0,0,0,0,24,1038,1558,0,0,0,0,3,13,28,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106109,1,12101109,秩序★梵天冥III,元·9重III,0,7,1,0,0,0,0,0,0,0,7656,15320,0,0,0,0,0,0,0,0,0,0,0,0,80,0,9,6,101,0,0,1,0,0,0,0,6890000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610031,1,0,0,0,718,0,78,0,0,0,158,798,158,0,4,13,22,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：使用技能时20%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31403,10
12106110,1,11101110,秩序★梵天法袍III(男),元·9重III,0,7,3,0,4087,6127,9198,13788,0,0,1699,3403,0,0,0,0,0,0,0,0,0,0,0,0,80,0,9,6,101,200,0,1,0,0,0,0,6825000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610030,1,292,292,0,0,0,0,0,2926,4390,0,0,146,0,4,13,21,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：受到伤害20%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31303,10
12106111,1,11101111,秩序★梵天法衣III(女),元·9重III,0,7,3,0,4087,6127,9198,13788,0,0,1699,3403,0,0,0,0,0,0,0,0,0,0,0,0,80,0,9,6,101,201,0,1,0,0,0,0,6825000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610030,1,292,292,0,0,0,0,0,2926,4390,0,0,146,0,4,13,21,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：受到伤害20%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31303,10
12106112,1,12101112,秩序★梵天法冠III,元·10重III,0,7,2,0,2295,3441,5166,7744,0,0,1193,2391,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,6760000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,272,272,0,0,0,0,0,2724,4088,0,0,136,0,4,13,26,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106113,1,12101113,秩序★梵天法链III,元·10重III,0,7,4,0,0,0,0,0,0,0,3582,7173,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,6760000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,272,272,0,0,0,0,0,2724,4088,0,0,136,0,4,13,27,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106114,1,12101114,秩序★梵天法镯III,元·10重III,0,7,5,6,918,1375,2065,3096,0,0,3822,7651,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,6760000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,613,0,68,68,0,0,136,680,0,0,4,13,29;30,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106115,1,12101115,秩序★梵天法戒III,元·10重III,0,7,7,8,0,0,0,0,0,0,1911,3824,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,6760000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,613,0,68,68,0,0,136,680,0,0,4,13,24;25,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106116,1,12101116,秩序★梵天法带III,元·10重III,0,7,10,0,1605,2409,3613,5422,0,0,1193,2391,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,6760000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,170,170,0,0,0,0,0,1702,2554,0,0,84,0,4,13,23,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106117,1,12101117,秩序★梵天法靴III,元·10重III,0,7,9,0,1147,1719,2583,3870,0,0,1193,2391,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,6,101,0,0,1,0,0,0,0,6760000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,170,170,0,0,0,0,42,1702,2554,0,0,0,0,4,13,28,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106118,1,12101118,秩序★封诰魅III,元·11重III,0,7,1,0,0,0,0,0,0,0,9528,19219,0,0,0,0,0,0,0,0,0,0,0,0,80,0,11,6,101,0,0,1,0,0,0,0,7150000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610036,1,0,0,0,1177,0,130,0,0,0,260,1308,260,0,5,13,22,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：使用技能时20%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31403,10
12106119,1,12101119,秩序★封诰法袍III(男),元·11重III,0,7,3,0,5119,7677,11520,17275,0,0,2116,4269,0,0,0,0,0,0,0,0,0,0,0,0,80,0,11,6,101,200,0,1,0,0,0,0,7085000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610037,1,479,479,0,0,0,0,0,4796,7194,0,0,238,0,5,13,21,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：受到伤害20%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31303,10
12106120,1,12101120,秩序★封诰法衣III(女),元·11重III,0,7,3,0,5119,7677,11520,17275,0,0,2116,4269,0,0,0,0,0,0,0,0,0,0,0,0,80,0,11,6,101,201,0,1,0,0,0,0,7085000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610037,1,479,479,0,0,0,0,0,4796,7194,0,0,238,0,5,13,21,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：受到伤害20%概率获得减伤<br>（每层提升5%，持续10S，最多叠加5层）,31303,10
12106121,1,12101121,秩序★封诰法冠III,元·12重III,0,7,2,0,2838,4255,6385,9576,0,0,1457,2962,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,7020000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,446,446,0,0,0,0,0,4466,6698,0,0,222,0,5,13,26,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106122,1,12101122,秩序★封诰法链III,元·12重III,0,7,4,0,0,0,0,0,0,0,4374,8888,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,7020000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,446,446,0,0,0,0,0,4466,6698,0,0,222,0,5,13,27,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106123,1,12101123,秩序★封诰法镯III,元·12重III,0,7,5,6,1134,1701,2551,3829,0,0,4666,9480,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,7020000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,1004,0,110,110,0,0,222,1116,0,0,5,13,29;30,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106124,1,12101124,秩序★封诰法戒III,元·12重III,0,7,7,8,0,0,0,0,0,0,2332,4738,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,7020000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,0,0,0,1004,0,110,110,0,0,222,1116,0,0,5,13,24;25,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106125,1,12101125,秩序★封诰法带III,元·12重III,0,7,10,0,1986,2979,4468,6705,0,0,1457,2962,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,7020000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,279,279,0,0,0,0,0,2790,4186,0,0,138,0,5,13,23,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106126,1,12101126,秩序★封诰法靴III,元·12重III,0,7,9,0,1417,2127,3190,4788,0,0,1457,2962,0,0,0,0,0,0,0,0,0,0,0,0,80,0,12,6,101,0,0,1,0,0,0,0,7020000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,0,1,279,279,0,0,0,0,68,2790,4186,0,0,0,0,5,13,28,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%,0,10
12106127,1,12101127,秩序★涅槃魅III,元·13重III,0,7,1,0,0,0,0,0,0,0,10972,22431,0,0,0,0,0,0,0,0,0,0,0,0,80,0,13,6,101,0,0,1,0,0,0,0,7410000,0,0,1,1,0,0,0,0,null,秩序合成,0,0,0,0,610042,1,0,0,0,1929,0,214,0,0,0,428,2142,428,0,5,13,22,【继承】等级3：继承基础装备约3.9倍的白色基础属性<br>【天佑】等级3：该装备的掉落几率变为原来的13%<br>【天启】等级3：使用技能时20%概率获得增伤效果（每层提升5%，持续10S，最多叠加5层）,31403,10
