序号,礼包码,礼包物品列表,是否通用,生效时间,失效时间,礼包类型
5780,04nkVv8paAwP4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5781,04NKwUdb2HKLx,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5782,04nkxnnXQvteq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5783,04nL4pDimPu9m,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5784,04NL4xviPqvCQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5785,04NL6pFuaR6AK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5786,04NL7sFOzs5im,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5787,04nLBsMcYqi9N,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5788,04nLCV59JGCma,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5789,04NLKXAOjsdnX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5790,04NLn7nhAaQBT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5791,04NLnFkznpLxY,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5792,04NLq8uRAUU2m,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5793,04nLXVm6wPbZ7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5794,04Nm49SdcaBCe,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5795,04nM5W7cFaipN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5796,04Nm78QsaX4CW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5797,04nm8srkL6exk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5798,04NmaWkX6cKHD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5799,04NMd6d9b4x5s,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5800,04nmG8vCSMDKF,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5801,04NMgd83vDJV5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5802,04nmgtuz3jQ2M,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5803,04NmKMmATSw9e,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5804,04NmNWDSfjmqD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5805,04nMO844CHOaF,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5806,04nMTbpYrvGLE,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5807,04Nmu8d7YwPts,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5808,04NmWWFzOAXNO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5809,04NMYKgxSwXYT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5810,04Nn2k6cECRig,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5811,04nNbgWmcnhc4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5812,04NND4WbGji9A,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5813,04nNdTFzGmF6c,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5814,04nNfHZdO4vPU,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5815,04NnhVnyNG43f,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5816,04nNix5setD5q,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5817,04NnKFfw4RGm8,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5818,04nnOBrFQLuwW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5819,04nnpPhWDgtGM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5820,04NNu6P2hPQyn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5821,04NNuD4LjVtfk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5822,04nO629HymOva,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5823,04NObMQtg9SCC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5824,04nOGgTzeuBXH,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5825,04NOp7LHwtT82,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5826,04NOzexSGQwGC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5827,04NP3YG6Jh428,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5828,04np8RbiVVPCz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5829,04NP9MXm9fk8B,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5830,04NPDmzECJBP6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5831,04NPeVk7vqu3R,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5832,04npg3bANwJHm,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5833,04NPJvO2SdQ7P,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5834,04npjXSawF9hE,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5835,04NpPf9OzNHxh,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5836,04nPqieXtfO57,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5837,04NPRZMFW9Web,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5838,04npTDdjpYegh,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5839,04NPU3aTptgrs,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5840,04NpUSOWQFzXU,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5841,04Npy3qMhgbXO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5842,04NpZnrOZakUk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5843,04NQ2FwEUXpDG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5844,04NqbRqaTNua6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5845,04nqddxtPK9iA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5846,04NqdHTEFYhEB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5847,04NQFWHKmmxdJ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5848,04nQHg6bvM2Wk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5849,04nqkcJ697Xvy,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5850,04nqnXQCPdPxE,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5851,04nQO3uTKNrdG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5852,04NqQCTGecaUA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5853,04nQqzuMrC5dU,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5854,04NqSpNyUbYeA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5855,04NQtFfBLLjYY,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5856,04nQUFURVOG5E,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5857,04NQxm94dpzQa,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5858,04NR94PUksZJO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5859,04nRAKQyeqZfV,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5860,04NrG7VmnhRmC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5861,04nRiaHuDEQuT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5862,04NRLi5grVNqZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5863,04NRNPjdCk7KU,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5864,04NRNxbkhQqAD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5865,04NrR8M8JXk3e,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5866,04nrUAybku4qc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5867,04NrY99eWUnft,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5868,04NRyxCw7CRr6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5869,04Ns2JS3XHYyi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5870,04nS4qBYduATQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5871,04nSDCYxyhH5b,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5872,04NSDQP8Z4MHR,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5873,04nSF8XQjBcyk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5874,04NSgh4KWWfGk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5875,04nShpbpShsfs,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5876,04NSiarDGLvw4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5877,04NskTgmCmM5n,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5878,04nSLCUTZnBJp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5879,04nsOyuCD5MGF,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5880,04NsQBCUD9uFa,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5881,04nsqh9LKD5p5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5882,04nSteKr32dMt,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5883,04NsUD4CHaQYM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5884,04nSvq8uuQADb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5885,04nsxiTpwFkD6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5886,04nSYcBRgsCJi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5887,04NTbrtA7y2MH,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5888,04nTcTNSbrGBQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5889,04nTFPf3JftNM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5890,04NtG45Uu3JNA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5891,04ntggpCzMjQb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5892,04nTHFBq2QTeK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5893,04NTKaUeh8LHe,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5894,04nTkwJHs2KG3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5895,04ntRx4XC4b2N,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5896,04ntTr7mMccRh,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5897,04NTvGTuxD5Ma,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5898,04NTvYASYVZET,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5899,04NTxBH9kmRnM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5900,04NtxGaBv7T3r,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5901,04nUbgNTPfnXO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5902,04nubKMHUY7F5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5903,04NuDbOE9rDva,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5904,04NugaKW5tNN4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5905,04NuJJs2AMhwb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5906,04nUknjdzQ34V,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5907,04numWL83bMxd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5908,04NUP2BzePjVN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5909,04NupFnKszEX2,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5910,04NUprR5R68ck,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5911,04NurAkYVnOkX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5912,04nURejSepdsc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5913,04NuRwgb8Pp7U,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5914,04NuuWN9nDsg3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5915,04nUVyitJBsyk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5916,04NUWOBmLs3ZV,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5917,04nuYRcN8z9GL,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5918,04nv8TWT7UgwD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5919,04nV9JdhHdyZG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5920,04NVcZ7rkKXew,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5921,04nVdUHevGCXd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5922,04nvgrOChr74g,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5923,04nVGzCXfuxTv,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5924,04nvi68N8bEx3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5925,04nvj4HBcNKrg,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5926,04nVSxDnOjQev,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5927,04nVwYrKDFXv6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5928,04NwBuV5hGfPm,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5929,04NWdDexmqf3Y,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5930,04NWDxpFFxUWF,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5931,04NWHzEqm5XDX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5932,04nwM25trnbFH,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5933,04nwmdEye9ZOi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5934,04nWNsCDbH8JE,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5935,04NWpQXNWCVtc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5936,04nwzyMmjFc2G,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5937,04NX6iz7VpLNb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5938,04nxAASs8FVGP,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5939,04nXdj3MtWXUO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5940,04Nxis6wL55Er,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5941,04nXKFRWMu8FM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5942,04NxL8R9kJEVt,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5943,04nxmgQznYtkN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5944,04nXTMycm9g26,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5945,04nXvdnyK9ZH3,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5946,04NXz7BLuwHkx,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5947,04ny5iFnpnedi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5948,04nybFeNvskt2,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5949,04NyEF6jxU43v,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5950,04nYERe8wpm4h,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5951,04Nygfp7rhzrP,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5952,04NYkNU52Ni2K,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5953,04nyOLgh6R4Hv,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5954,04NyOPde7ke2d,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5955,04NYqFrKMiU2b,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5956,04NyUeFpXfW4f,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5957,04nyUEHPVyrAW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5958,04nyyNx2k5Tvy,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5959,04Nz4dK4tWHny,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5960,04Nz4mAJTGEUg,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5961,04nz9Um7Adfrb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5962,04nzaxxmRMGBp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5963,04nzCmVfd9Msg,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5964,04NzdNcxpveYT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5965,04NzdUYK9gR42,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5966,04nzdxRCSXsXQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5967,04nzghrmaLC37,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5968,04Nzi3UkJWQiB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5969,04NzjARxXvPgv,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5970,04nzMYBHfKDEV,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5971,04NzS9j4ddJqa,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5972,04nZSDO9uJkde,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5973,04NZsKmtfQasa,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5974,04nZUFAu6hMYM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5975,04nZVwsFf8fHD,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5976,04nZyGrFMbfmT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5977,04O22H8TsFPAK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5978,04O26bAjnjqk6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5979,04O26QASXkcyb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5980,04O2Pym9CtZya,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5981,04O2q2hhPsgtj,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5982,04O2Wtp2PprZi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5983,04O37M6YrZxBF,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5984,04O3bz6BNTaJy,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5985,04O3c3xrdmheN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5986,04O3MM9teJuh2,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5987,04O3pXLB3TE3P,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5988,04O4S8a6Aisv5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5989,04O4Sq2VbOFQP,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5990,04O4Wuz7bTHut,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5991,04O5UrtyiBZyp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5992,04O6hRPux3W6c,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5993,04O6K3MLKGBEj,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5994,04O6O2VhNTyfs,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
5995,04O6OkRceHJqb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
