序号,礼包码,礼包物品列表,是否通用,生效时间,失效时间,礼包类型
485,03LB3puLKefuk,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
486,03Lb4L7xOBdw8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
487,03LbxwivUN3hW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
488,03LCcMsLbsN4N,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
489,03LCGWC2bgcO3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
490,03LcpAsxAmx72,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
491,03LgXtjQZTwXd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
492,03LKB9gyrtvfR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
493,03LLfFyhKm77n,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
494,03LLivjhQ58PV,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
495,03LLxCqPYL8zt,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
496,03LmOL2ROB8vP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
497,03LMsxQfXRf5L,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
498,03LPR2hLHKgsJ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
499,03LrxWd4dwLRN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
500,03LsgPEJVAwUv,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
501,03LuMqVg2JZOV,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
502,03LuTH2z487Y3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
503,03LvcVjS84zYL,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
504,03LWGrxaC3Zn6,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
505,03LX2vkT3fZFJ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
506,03Lx4MBipSwsB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
507,03LxjC2ZajZNH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
508,03m38cBmD8sbf,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
509,03M4DMiKLa4iY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
510,03m7Rreme4wu7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
511,03m8bOFG6dijm,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
512,03mA65pNSytrc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
513,03MavVUYDMgQQ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
514,03MBbGJyJbDAJ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
515,03mcFbe4MVeFC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
516,03mcpkKGXypBT,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
517,03mdZAkyXAHpd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
518,03mECTLJDrzZS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
519,03meOUafNPemj,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
520,03mEtg44b5fTH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
521,03MFSEKW4aiVn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
522,03mg437NFWNTi,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
523,03mH7NNa6sJbC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
524,03mkbMikPQaxB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
525,03mPf59qYkLg4,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
526,03MQ89H39M3wB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
527,03MQGdudbmB5s,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
528,03MRmYBvhgeMb,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
529,03mS2xcS3DHup,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
530,03MsSWyKdMgbR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
531,03MSUhswSOFJ9,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
532,03MT8sAAjNuKL,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
533,03muz6p3fKmaH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
534,03Mv3zkgRx4wR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
535,03MWgu9DJX7Yu,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
536,03mXL22NfMtZn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
537,03MXwQ8ffvdiX,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
538,03N4DM56kRVMC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
539,03N5zh3JPJw3v,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
540,03n8OLXTPtNwk,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
541,03N9bhPfxaacF,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
542,03NaCzungY7NA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
543,03nAW7KayWOCq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
544,03nE43yd7PBgj,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
545,03NEwJpeu3vFg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
546,03nfJDcqzbwvq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
547,03ni5KxzUyuda,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
548,03NihxOrcZnXC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
549,03Niw9shrYfwP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
550,03NJOZW4VLaSM,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
551,03NKWaFD35DUO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
552,03NLikPOJxHuc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
553,03nLNTGbc9ZOS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
554,03nLpGfXYNyWv,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
555,03NMSx2BftpY6,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
556,03NPfZvFTujQc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
557,03nqm9SWx6DZY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
558,03nrHcb2Cckyv,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
559,03nrjbxvnMnmR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
560,03nRwi6WeWNet,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
561,03NSMBTFp3mgh,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
562,03NTAVnr3Thp2,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
563,03NTuCapOh4sg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
564,03NU7URNUdVTD,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
565,03NucDaQ9MGBq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
566,03NUZOEjxxbTP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
567,03nVHu35q3VpG,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
568,03nVLFSRkut37,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
569,03NvO8CFt63xg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
570,03NxVSegXtOhs,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
571,03nYmpJiqdBc7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
572,03NyWZd4gLn55,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
573,03nzqGv2Ng8Z3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
574,03O3puqcL5bBW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
575,03O3vDTP3gE5S,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
576,03O5fKFYs7d92,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
577,03O9jOhACMGTx,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
578,03OD9x28hUdwQ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
579,03ODcdZPvLkWy,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
580,03OdMUbesTnMd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
581,03ODVW68ZvtfJ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
582,03Oe7hKGEPqTU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
583,03OEGihxkkyzw,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
584,03OKtmrCE4vue,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
585,03OLjmGRFgXVH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
586,03OmDSYKDtTWU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
587,03Oqcx9RiGRbt,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
588,03OrSKKvKu6hn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
589,03OsvMRUJNRbu,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
590,03OV9QkjyEazx,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
591,03OzN4M3uOxnC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
592,03P2QwQCLBUfW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
593,03p6qNKgTU2yi,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
594,03p6TnyTfbMfA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
595,03P8qkeav3ZWb,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
596,03PAVZRm2Mh64,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
597,03pDjV6J4Begr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
598,03pELSSVZxRa7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
599,03Pg4BzC3e4Pg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
600,03PgfB8NAkS6F,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
601,03pgVKpYqC7t7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
602,03pKKahfhFHTu,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
603,03pkLXZXLFdui,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
604,03PL427A6Bk9T,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
605,03pM7p7eVY3aO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
606,03pMMHGKdNVbr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
607,03pnEG5FWP9cp,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
608,03pNGLUUsWfsu,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
609,03PO6miQSUiPE,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
610,03POWVUm3WrFn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
611,03ppk2dtXT2Wg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
612,03pqLMAmxB8TN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
613,03Pr9sCtn72Dv,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
614,03pRNiauS9mDK,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
615,03PRp3VDedH7X,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
616,03psjO69iCGji,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
617,03psW4FrnP78Q,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
618,03ptB6PiX5kAb,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
619,03ptm2rBF8NzV,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
620,03pTZrEL2WS6A,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
621,03PUHnHsQZtKg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
622,03pVf45ygP64h,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
623,03PziSrhFdjB8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
624,03Q4BtU2tj5Tr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
625,03Q4Wm9KvKDe5,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
626,03Q5mqKNPgBhA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
627,03Q8rVwBbvwrW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
628,03QaaBwZ67b2z,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
629,03QaaPJdi7Jm3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
630,03qaB5KehJQur,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
631,03QAKNAXCw7Ji,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
632,03QAtVbCFxEd6,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
633,03qAXLMa2mMgX,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
634,03qbbpZ9iE2Vx,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
635,03QbjGHrKK3in,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
636,03QbMSAcfjztS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
637,03qbuXQstcEKd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
638,03qCxthBepYFe,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
639,03qDCJvhOijt6,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
640,03qDecNbe9jAY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
641,03qgcwQzGVCUU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
642,03QGDAzNwENEg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
643,03Qgs3FDO4YWU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
644,03QhcYEGFtDEH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
645,03Qif76m8Jqmz,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
646,03qiNwOBHurgU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
647,03qj8mQungauL,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
648,03QjkpGyFLafg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
649,03qkgjrHX6RqA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
650,03QLfPdDmnb6L,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
651,03qMbApmwD6kE,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
652,03qMG9xi4g7Fy,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
653,03Qqvs7dbcNG8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
654,03qrBfXphr8Ys,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
655,03qRHuyZrQLDV,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
656,03QsxWs5AVtuH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
657,03quCMeUvNhrZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
658,03QuLX3zp3WPh,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
659,03qv3Evee7MaB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
660,03QVevFDJrwMZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
661,03qVWg7dSgxMt,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
662,03qwrQ6sqxKOv,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
663,03QZ976rt4wXs,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
664,03R4yfa2GsTCb,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
665,03raAOKMf9kfF,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
666,03Rb7VGCxYyVc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
667,03RccYwsKb7in,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
668,03rd5H8XGHP5N,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
669,03rdshJXzF4NG,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
670,03RFWxzVuQNfy,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
671,03rHsZCLKKk3d,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
672,03rkSwQmdLWpK,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
673,03RLcPempZh6T,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
674,03rLmVy9qj3fS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
675,03rLY8NLee2BD,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
676,03Rmen84HGPiu,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
677,03rOmdt9eS3UG,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
678,03RRc4LqTk7xy,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
679,03rrVcGngyZBZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
680,03rSqyHP6bHGA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
681,03rsWxJ9FjzN7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
682,03RteVXiM4gqC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
683,03RTrQkkmAj7t,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
684,03Ru5EiThS5Mq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
685,03rvu2gw6T9UM,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
686,03RVyzJyw6Epc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
687,03RXnQGRNSNHE,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
688,03rzd6nPaK5zq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
689,03s2mMDGOrGNU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
690,03s3XGVUaiOq8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
691,03s5VC6jxGAsS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
692,03s6zJmUyZi5K,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
693,03s7n239Ead4W,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
694,03SACDqnOgiTa,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
695,03saGm7ORk9pS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
696,03sbdgvLDXd4Z,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
697,03sCX6qcHffVn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
698,03sD2HKfPxsHC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
699,03sdRKzghMOyc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
700,03SDVtsuUmKTd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
701,03sgukGErQJGC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
702,03SHg3msURQO8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
703,03SiX9yQQJnR8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
704,03sKFdyeZpUtb,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
705,03SKjT2fsNikN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
706,03Sm36gXrqqub,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
707,03SPyWXSg7jFP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
708,03sqDqxjckG2q,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
709,03SrG4NMJvpXy,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
710,03SRNhWGCaQHs,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
711,03SS7fdPe3w4S,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
712,03StF9z7FuhDA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
713,03sxFnJfGixAX,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
714,03sy3FittWGv3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
715,03SY6kxu5tbHD,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
716,03sYAqhOz3V94,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
717,03SzfKSky22Qi,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
718,03T2QRzcyFsKe,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
719,03t5KgyFKcuf9,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
720,03T6wuNwgt4dn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
721,03T8L29XysJfN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
722,03t9ZuwEHD8kk,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
723,03tAefRVf7GbC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
724,03TAqmfzDSbzv,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
725,03tAvuscsKOqQ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
726,03tcRrvj6c4pH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
